field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,wc2.0_bio_
"3574","538518858126144","374861726489998",NA,"2016","12","1","23","37","1","1","131",8.7,"65","19","2","95","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.993873,-82.582482,20.34897
"3575","538533126126144","374861298489998",NA,"2016","12","1","23","47","1","1","111",10,"80","52","1","78","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.369349,-82.577399,19.70068
"3576","538527545126144","374862328489998",NA,"2016","12","1","23","192","1","1","111",6.9,"50","18","1","72","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.353295,-82.477688,19.75744
"3577","538526134126144","374862322489998",NA,"2016","12","1","23","216","1","1","111",12.8,"96","87","1","87","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.266018,-82.520936,19.84337
"3578","538539866126144","374861519489998",NA,"2016","12","1","29","35","2","1","111",9.8,"56","17","1","81","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.432564,-83.075922,20.47845
"3579","538539867126144","374861519489998",NA,"2016","12","1","29","35","3","2","111",7.3,"58","13","1","93","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.432564,-83.075922,20.47845
"3580","538539989126144","374861521489998",NA,"2016","12","1","29","103","1","1","111",5.5,"42","13","1","74","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.703253,-82.983376,20.42019
"3581","538524052126144","374861901489998",NA,"2016","12","1","29","105","1","1","111",6.5,"50","22","1","66","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.729453,-83.07684,20.16940
"3582","538543424126144","374861579489998",NA,"2016","12","1","31","34","1","1","121",10.5,"58","35","1","62","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.194973,-81.474961,20.60108
"3583","538533957126144","374861330489998",NA,"2016","12","1","31","47","1","1","111",11.6,"69","37","1","74","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.266891,-81.892246,20.16679
"3584","538524929126144","374861929489998",NA,"2016","12","1","31","49","1","1","111",8,"74","31","1","83","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.273105,-82.018749,20.00641
"3585","538543385126144","374861578489998",NA,"2016","12","1","31","56","1","1","111",14.4,"97","38","1","101","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.271526,-81.596616,20.77099
"3586","538521719126144","374861824489998",NA,"2016","12","1","35","16","1","1","111",7.5,"49","33","1","55","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.337629,-81.360209,21.02628
"3587","538521680126144","374861823489998",NA,"2016","12","1","35","21","1","1","111",9.6,"63","16","1","91","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.49299,-81.455533,21.02628
"3588","538521620126144","374861821489998",NA,"2016","12","1","35","35","2","1","111",7.6,"43","17","1","66","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.494833,-81.286877,21.06447
"3589","538519202126144","374861735489998",NA,"2016","12","1","41","6","1","1","111",14.7,"93","48","1","93","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.588187,-82.700594,20.67275
"3590","538519203126144","374861735489998",NA,"2016","12","1","41","6","2","1","111",14.7,"93","48","1","93","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.588187,-82.700594,20.67275
"3591","538523767126144","374862211489998",NA,"2016","12","1","41","17","1","1","111",9.3,"52","24","1","66","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.814854,-82.756473,20.37957
"3592","538523768126144","374862211489998",NA,"2016","12","1","41","17","2","1","111",9.3,"52","24","1","66","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.814854,-82.756473,20.37957
"3593","538547338126144","374861676489998",NA,"2016","12","1","47","5","1","1","111",5.5,"41","14","1","70","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.604443,-82.912796,19.52147
"3594","538547837126144","374861694489998",NA,"2016","12","1","47","12","2","1","111",7.8,"53","22","1","70","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.368065,-82.76534,19.84827
"3595","538547670126144","374861688489998",NA,"2016","12","1","47","28","1","1","111",6.7,"51","19","1","72","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.595074,-82.770553,19.55888
"3596","538547671126144","374861688489998",NA,"2016","12","1","47","28","2","1","111",6.7,"51","19","1","72","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.595074,-82.770553,19.55888
"3597","538547672126144","374861688489998",NA,"2016","12","1","47","28","3","2","111",11.3,"69","61","1","65","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.595074,-82.770553,19.55888
"3598","538536685126144","374861457489998",NA,"2016","12","1","67","2","1","1","111",12.5,"59","72","1","53","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.982741,-83.150072,20.06973
"3599","538523961126144","374861898489998",NA,"2016","12","1","67","12","2","1","131",13.5,"70","19","2","103","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.138128,-83.232858,19.93285
"3600","538523962126144","374861898489998",NA,"2016","12","1","67","12","3","1","131",13.5,"70","19","2","103","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.138128,-83.232858,19.93285
"3601","538523704126144","374862210489998",NA,"2016","12","1","67","16","1","1","111",5.5,"41","15","1","68","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.996379,-83.295568,19.96578
"3602","538538019126144","374861506489998",NA,"2016","12","1","67","18","1","1","128",9.7,"35","24","3","44","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.831085,-82.914444,20.42019
"3603","538536664126144","374861456489998",NA,"2016","12","1","67","22","1","1","121",9,"59","48","1","57","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.057612,-83.239093,19.93285
"3604","538536665126144","374861456489998",NA,"2016","12","1","67","22","2","1","121",9,"59","48","1","57","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.057612,-83.239093,19.93285
"3605","538538032126144","374861507489998",NA,"2016","12","1","67","27","1","1","111",7.6,"61","17","1","87","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.904995,-83.299285,19.96578
"3606","538536693126144","374861458489998",NA,"2016","12","1","67","37","1","1","111",13,"79","28","1","91","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.905748,-83.183722,19.96578
"3607","538519287126144","374861739489998",NA,"2016","12","1","75","5","1","1","111",10,"64","18","1","88","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.424152,-82.825695,20.65942
"3608","538519755126144","374861754489998",NA,"2016","12","1","75","18","1","1","121",16.4,"59","75","1","51","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.258135,-82.539157,20.94223
"3609","538524161126144","374861906489998",NA,"2016","12","1","75","26","1","1","131",8.5,"58","19","2","85","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.197395,-82.719213,20.71844
"3610","538519333126144","374861740489998",NA,"2016","12","1","75","33","1","1","111",10.2,"72","18","1","97","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.432915,-82.766471,20.65942
"3611","538519334126144","374861740489998",NA,"2016","12","1","75","33","2","1","111",10.2,"72","18","1","97","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.432915,-82.766471,20.65942
"3612","538519799126144","374861755489998",NA,"2016","12","1","75","37","2","1","121",6.2,"56","26","1","69","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.213226,-82.580622,20.94223
"3613","538524255126144","374861907489998",NA,"2016","12","1","75","41","1","1","131",8.6,"47","12","2","95","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.280245,-82.827005,20.71844
"3614","538524256126144","374861907489998",NA,"2016","12","1","75","41","2","1","131",8.6,"47","12","2","95","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.280245,-82.827005,20.71844
"3615","538519670126144","374861751489998",NA,"2016","12","1","75","46","2","1","121",10.3,"48","21","1","66","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.353196,-82.521159,20.82898
"3616","538519825126144","374861756489998",NA,"2016","12","1","75","56","1","1","121",11.8,"77","64","1","69","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.130001,-82.60049,21.10983
"3617","538535521126144","374861409489998",NA,"2016","12","1","75","66","1","1","111",8.3,"40","14","1","69","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.342185,-82.946217,20.65181
"3618","538537640126144","374861495489998",NA,"2016","12","1","79","7","1","1","111",11.5,"62","48","1","62","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.283862,-83.465035,19.62742
"3619","538536056126144","374861440489998",NA,"2016","12","1","79","22","1","1","131",5.9,"52","13","2","99","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.392448,-83.456604,19.66632
"3620","538540251126144","374861532489998",NA,"2016","12","1","79","24","1","1","111",8.4,"56","17","1","81","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.359213,-83.601829,19.55025
"3621","538547620126144","374861683489998",NA,"2016","12","1","79","25","1","1","111",9.9,"56","19","1","78","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.445936,-83.261196,19.87279
"3622","538540463126144","374861535489998",NA,"2016","12","1","79","27","1","1","111",15.9,"100","53","1","98","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.362548,-83.714351,19.50635
"3623","538540464126144","374861535489998",NA,"2016","12","1","79","27","2","1","111",15.9,"100","53","1","98","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.362548,-83.714351,19.50635
"3624","538522895126144","374861877489998",NA,"2016","12","1","79","34","1","1","111",7.2,"59","16","1","86","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.472568,-83.473346,19.66632
"3625","538519706126144","374861753489998",NA,"2016","12","1","83","38","1","1","131",9.7,"60","19","2","88","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.117447,-82.453254,21.17555
"3626","538519707126144","374861753489998",NA,"2016","12","1","83","38","2","2","121",7.1,"45","13","1","86","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.117447,-82.453254,21.17555
"3627","538521294126144","374861796489998",NA,"2016","12","1","83","48","1","1","121",15.1,"74","70","1","65","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.420179,-81.779456,20.85531
"3628","538534865126144","374861373489998",NA,"2016","12","1","83","70","1","1","121",13.2,"84","44","1","83","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.104,-81.873743,21.20464
"3629","538520066126144","374861763489998",NA,"2016","12","1","83","76","1","1","107",14.4,"74","64","3","65","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.204512,-81.743621,20.85199
"3630","538530935126144","374861172489998",NA,"2016","12","1","83","84","1","1","121",7,"62","25","1","78","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.107763,-82.323619,21.20897
"3631","538534691126144","374861362489998",NA,"2016","12","1","83","89","1","1","131",16,"75","26","2","93","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.304845,-82.278288,21.04130
"3632","538519973126144","374861761489998",NA,"2016","12","1","83","91","1","1","121",11.9,"66","65","1","59","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.336792,-81.796755,20.85531
"3633","538528803126144","374862351489998",NA,"2016","12","1","83","408","1","1","111",8.7,"49","28","1","59","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.325472,-81.709545,20.85199
"3634","538529190126144","374862357489998",NA,"2016","12","1","83","411","1","1","121",11,"66","37","1","70","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.250499,-81.742091,20.85199
"3635","538529191126144","374862357489998",NA,"2016","12","1","83","411","2","1","121",11,"66","37","1","70","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.250499,-81.742091,20.85199
"3636","538529240126144","374862358489998",NA,"2016","12","1","83","419","1","1","107",7.3,"56","18","3","110","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.342765,-81.858944,20.65818
"3637","538528844126144","374862352489998",NA,"2016","12","1","83","435","1","1","107",10,"48","23","3","75","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.182424,-81.777538,20.85199
"3638","538528908126144","374862353489998",NA,"2016","12","1","83","444","1","1","107",14.3,"65","38","3","72","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.026125,-81.702982,20.97240
"3639","538525800126144","374862318489998",NA,"2016","12","1","83","460","1","1","121",11.6,"67","75","1","58","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.47645,-81.81046,20.85531
"3640","538529335126144","374862359489998",NA,"2016","12","1","83","465","1","1","107",11,"61","28","3","82","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.406814,-81.839794,20.65818
"3641","538527646126144","374862330489998",NA,"2016","12","1","83","479","1","1","131",10.3,"87","31","2","100","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.263897,-81.889467,20.81847
"3642","538533647126144","374861318489998",NA,"2016","12","1","89","12","1","1","121",13.4,"91","48","1","88","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.822697,-81.946453,19.82880
"3643","538540174126144","374861529489998",NA,"2016","12","1","89","17","1","1","111",11.9,"66","65","1","61","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.549834,-81.966671,19.93117
"3644","538524888126144","374861928489998",NA,"2016","12","1","89","20","2","1","111",11.6,"74","25","1","89","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.342235,-81.998251,19.98954
"3645","538518611126144","374861720489998",NA,"2016","12","1","89","25","1","1","131",10.2,"55","13","2","104","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.610404,-81.76993,20.01019
"3646","538533879126144","374861329489998",NA,"2016","12","1","89","31","1","1","131",9.3,"61","30","2","71","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.391173,-81.992292,19.98954
"3647","538518483126144","374861719489998",NA,"2016","12","1","89","38","1","1","111",9,"62","22","1","80","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.664638,-81.725982,20.01019
"3648","538540090126144","374861528489998",NA,"2016","12","1","89","43","1","1","111",6.6,"46","13","1","79","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.571112,-81.90194,19.93117
"3649","538519484126144","374861743489998",NA,"2016","12","1","107","13","1","1","111",8,"64","30","1","73","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.65205,-81.830933,20.68014
"3650","538543739126144","374861593489998",NA,"2016","12","1","107","25","1","1","111",8.3,"50","15","1","78","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.726061,-81.79894,20.50167
"3651","538534280126144","374861343489998",NA,"2016","12","1","107","33","1","1","121",9,"44","17","1","69","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.722174,-81.947209,20.50990
"3652","538534281126144","374861343489998",NA,"2016","12","1","107","33","2","1","121",9,"44","17","1","69","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.722174,-81.947209,20.50990
"3653","538534282126144","374861343489998",NA,"2016","12","1","107","33","3","1","121",9,"44","17","1","69","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.722174,-81.947209,20.50990
"3654","538519555126144","374861745489998",NA,"2016","12","1","107","38","1","1","111",11,"67","24","1","82","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.508193,-81.75868,20.68014
"3655","538534334126144","374861344489998",NA,"2016","12","1","107","55","1","1","121",12.2,"58","60","1","53","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.658778,-81.965507,20.68131
"3656","538528733126144","374862350489998",NA,"2016","12","1","107","197","1","1","111",9.2,"56","30","1","65","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.409042,-81.685506,20.85531
"3657","538543580126144","374861590489998",NA,"2016","12","1","107","202","1","1","111",12.1,"74","43","1","76","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.836206,-81.776169,20.36319
"3658","538544634126144","374861633489998",NA,"2016","12","1","109","20","1","1","111",12,"71","21","1","91","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.726462,-81.363214,20.74649
"3659","538520979126144","374861784489998",NA,"2016","12","1","109","25","1","1","111",7.5,"66","19","1","88","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.650429,-81.36953,20.78202
"3660","538547972126144","374861697489998",NA,"2016","12","1","121","1","1","1","131",9.6,"50","15","2","85","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.12576,-82.796924,20.26415
"3661","538547973126144","374861697489998",NA,"2016","12","1","121","1","2","2","131",9.6,"50","15","2","85","50",NA,NA,NA,"1",NA,"1",NA,2018-05-31,"126144",NA,2018-06-06,"126144","10","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.12576,-82.796924,20.26415
