field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,AVG_TEMP_bioclim,SOIL_MOIS,FIA_avg_soil_c,FIA_avg_soil_n,FIA_CN_RATIO,SOC_ORNL_kgperm2,N_ORNL_gperm2,Soilgrids_N_0-5,Soilgrids_N_5-15,Soilgrids_C_0-5,Soilgrids_C_5-15
3741,5.39E+14,3.75E+14,NA,2016,12,2,39,21,3,1,131,5.7,37,17,2,58,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.591848,-84.806067,19.16737,237.524,NA,NA,#VALUE!,7.234200001,796.36499,551,100,526,149
3742,5.39E+14,3.75E+14,NA,2016,12,2,39,25,1,1,131,11.5,68,22,2,92,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.50627,-84.541762,19.24317,237.524,NA,NA,#VALUE!,0,796.36499,548,169,518,174
3743,5.39E+14,3.75E+14,NA,2016,12,2,39,25,2,2,131,11.5,68,22,2,92,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.50627,-84.541762,19.24317,237.524,NA,NA,#VALUE!,0,796.36499,548,169,518,174
3744,5.39E+14,3.75E+14,NA,2016,12,2,39,27,2,1,110,10.5,66,24,2,90,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.674036,-84.344113,19.11266,237.524,NA,NA,#VALUE!,7.234200001,796.36499,463,201,651,157
3745,5.39E+14,3.75E+14,NA,2016,12,2,39,124,2,1,111,10,68,31,1,77,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.670316,-84.631729,19.10169,237.524,NA,NA,#VALUE!,7.234200001,796.36499,905,189,466,134
3746,5.39E+14,3.75E+14,NA,2016,12,2,45,2,2,1,111,9.1,40,17,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.796099,-85.239619,20.07682,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1118,636,697,310
3747,5.39E+14,3.75E+14,NA,2016,12,2,45,2,3,1,111,9.1,40,17,1,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.796099,-85.239619,20.07682,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1118,636,697,310
3748,5.39E+14,3.75E+14,NA,2016,12,2,45,3,1,1,131,6.6,46,13,2,87,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.135024,-85.319725,19.69691,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1259,593,614,166
3749,5.39E+14,3.75E+14,NA,2016,12,2,45,15,1,1,111,9.6,57,31,1,65,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.107172,-85.381555,19.73452,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1154,546,831,197
3750,5.39E+14,3.75E+14,NA,2016,12,2,45,27,1,1,111,11.2,64,20,1,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.87703,-85.181447,19.84678,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1186,549,656,225
3751,5.39E+14,3.75E+14,NA,2016,12,2,45,30,1,1,111,7.4,48,20,1,67,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.96908,-85.293854,19.84678,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1115,535,743,246
3752,5.39E+14,3.75E+14,NA,2016,12,2,45,41,1,1,111,8,63,15,1,93,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.73536,-85.244345,20.07682,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1110,653,563,296
3753,5.39E+14,3.75E+14,NA,2016,12,2,45,46,1,1,111,9.1,54,43,1,56,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.167331,-85.264712,19.53666,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1158,637,681,185
3754,5.39E+14,3.75E+14,NA,2016,12,2,45,46,2,1,111,9.1,54,43,1,56,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.167331,-85.264712,19.53666,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1158,637,681,185
3755,5.39E+14,3.75E+14,NA,2016,12,2,45,84,2,1,111,12.3,81,25,1,96,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.042786,-85.284186,19.69691,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1181,572,643,256
3756,5.39E+14,3.75E+14,NA,2016,12,2,59,16,1,1,111,5.4,33,16,1,56,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.873727,-86.00057,18.80516,237.524,NA,NA,#VALUE!,7.234200001,796.36499,650,83,336,129
3757,5.39E+14,3.75E+14,NA,2016,12,2,59,16,2,2,111,6.6,53,24,1,67,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.873727,-86.00057,18.80516,237.524,NA,NA,#VALUE!,7.234200001,796.36499,650,83,336,129
3758,5.39E+14,3.75E+14,NA,2016,12,2,59,27,1,1,131,8.7,57,23,2,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.974064,-85.681206,18.98072,237.524,NA,NA,#VALUE!,7.234200001,796.36499,540,70,463,133
3759,5.39E+14,3.75E+14,NA,2016,12,2,59,30,1,1,111,17.3,96,47,1,96,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.886338,-85.766266,18.98072,237.524,NA,NA,#VALUE!,7.234200001,796.36499,677,107,500,133
3760,5.39E+14,3.75E+14,NA,2016,12,2,59,31,1,1,111,8.7,68,13,1,104,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.895507,-85.839335,18.95274,237.524,NA,NA,#VALUE!,7.234200001,796.36499,712,179,549,169
3761,5.39E+14,3.75E+14,NA,2016,12,2,59,38,1,1,111,7.5,46,21,1,63,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.932011,-85.969377,18.95274,237.524,NA,NA,#VALUE!,8.796859741,796.36499,584,92,321,132
3762,5.39E+14,3.75E+14,NA,2016,12,2,63,4,2,1,111,10.8,69,24,1,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.81568,-85.312347,19.18161,237.524,NA,NA,#VALUE!,7.234200001,796.36499,363,80,353,133
3763,5.39E+14,3.75E+14,NA,2016,12,2,63,17,1,1,111,11.5,58,39,1,61,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.648326,-85.331549,19.20182,237.524,NA,NA,#VALUE!,7.936860085,638.43597,350,162,406,170
3764,5.39E+14,3.75E+14,NA,2016,12,2,63,27,2,1,111,9.9,56,24,1,71,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.580105,-85.393941,19.08266,237.524,NA,NA,#VALUE!,7.936860085,796.36499,685,108,379,125
3765,5.39E+14,3.75E+14,NA,2016,12,2,63,32,1,1,111,8.6,53,19,1,74,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.88952,-85.408227,19.04536,237.524,NA,NA,#VALUE!,7.234200001,796.36499,527,81,452,118
3766,5.39E+14,3.75E+14,NA,2016,12,2,63,36,1,1,121,13,68,36,1,72,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.749435,-85.18204,19.18161,237.524,NA,NA,#VALUE!,7.234200001,796.36499,722,135,369,132
3767,5.39E+14,3.75E+14,NA,2016,12,2,63,36,3,1,121,13,68,36,1,72,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.749435,-85.18204,19.18161,237.524,NA,NA,#VALUE!,7.234200001,796.36499,722,135,369,132
3768,5.39E+14,3.75E+14,NA,2016,12,2,63,38,1,1,121,8.2,48,11,1,106,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.893153,-85.562518,18.9775,237.524,NA,NA,#VALUE!,7.234200001,796.36499,580,97,397,137
3769,5.39E+14,3.75E+14,NA,2016,12,2,63,48,1,1,131,10.1,58,19,2,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.746052,-85.331478,19.18161,237.524,NA,NA,#VALUE!,7.234200001,796.36499,532,186,628,160
3770,5.39E+14,3.75E+14,NA,2016,12,2,63,49,1,1,812,17.4,72,62,28,63,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.805956,-85.161219,19.223,237.524,NA,NA,#VALUE!,7.234200001,796.36499,629,172,711,143
3771,5.39E+14,3.75E+14,NA,2016,12,2,63,51,1,1,111,11.3,71,58,1,67,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.757614,-85.03094,19.223,262.886,NA,NA,#VALUE!,8.796859741,558.97198,757,98,522,136
3772,5.39E+14,3.75E+14,NA,2016,12,2,63,53,1,1,111,9.6,66,21,1,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.683743,-85.070583,19.223,237.524,NA,NA,#VALUE!,7.234200001,796.36499,756,140,441,127
3773,5.39E+14,3.75E+14,NA,2016,12,2,63,57,1,1,121,10.3,54,20,1,76,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.808299,-85.003135,19.223,262.886,NA,NA,#VALUE!,8.796859741,558.97198,442,106,520,128
3774,5.39E+14,3.75E+14,NA,2016,12,2,63,58,2,1,131,11.9,57,23,2,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.934818,-85.25287,19.11421,237.524,NA,NA,#VALUE!,7.234200001,796.36499,518,82,385,97
3775,5.39E+14,3.75E+14,NA,2016,12,2,63,79,1,1,131,13.7,84,35,2,92,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.875423,-84.976055,19.23552,262.886,NA,NA,#VALUE!,8.796859741,558.97198,610,98,559,166
3776,5.39E+14,3.75E+14,NA,2016,12,2,63,108,1,1,111,8.4,56,17,1,81,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.811804,-85.461418,19.0989,237.524,NA,NA,#VALUE!,7.234200001,796.36499,671,121,655,131
3777,5.39E+14,3.75E+14,NA,2016,12,2,63,108,3,2,111,8.4,56,17,1,81,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.811804,-85.461418,19.0989,237.524,NA,NA,#VALUE!,7.234200001,796.36499,671,121,655,131
3778,5.39E+14,3.75E+14,NA,2016,12,2,63,109,2,1,121,7.3,51,27,1,61,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.577589,-85.239059,19.20182,253.076,NA,NA,#VALUE!,7.936860085,638.43597,894,183,596,152
3779,5.39E+14,3.75E+14,NA,2016,12,2,65,2,2,1,131,20.8,81,60,2,76,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.596719,-83.914228,19.37488,237.524,NA,NA,#VALUE!,7.234200001,796.36499,1057,373,532,184
3780,5.39E+14,3.75E+14,NA,2016,12,2,65,4,2,1,131,17.7,105,46,2,106,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.522154,-83.95229,19.37488,237.524,NA,NA,#VALUE!,7.234200001,796.36499,909,103,323,133
3781,5.39E+14,3.75E+14,NA,2016,12,2,65,9,1,1,131,10.7,71,20,2,101,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.610745,-83.788076,19.43374,237.524,NA,NA,#VALUE!,7.234200001,796.36499,905,188,250,99
3782,5.39E+14,3.75E+14,NA,2016,12,2,65,12,1,1,131,16.5,66,24,2,85,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.658761,-83.994056,19.37488,237.524,NA,NA,#VALUE!,7.234200001,796.36499,620,159,335,131
3783,5.39E+14,3.75E+14,NA,2016,12,2,65,18,1,1,111,6.9,53,13,1,87,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.297002,-84.043101,19.66502,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1043,468,804,212
3784,5.39E+14,3.75E+14,NA,2016,12,2,65,19,1,1,111,7.6,70,20,1,91,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.293606,-83.896925,19.65503,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1191,678,660,296
3785,5.39E+14,3.75E+14,NA,2016,12,2,65,25,1,1,111,5.8,46,16,1,72,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.217621,-84.06978,19.66502,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1162,368,546,164
3786,5.39E+14,3.75E+14,NA,2016,12,2,65,44,2,1,131,7,59,16,2,96,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.44579,-83.99688,19.43832,237.524,NA,NA,#VALUE!,7.234200001,796.36499,695,183,628,143
3787,5.39E+14,3.75E+14,NA,2016,12,2,65,44,3,2,131,7,59,16,2,96,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.44579,-83.99688,19.43832,237.524,NA,NA,#VALUE!,7.234200001,796.36499,695,183,628,143
3788,5.39E+14,3.75E+14,NA,2016,12,2,65,72,1,1,131,13.8,55,33,2,62,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.362054,-84.008197,19.51414,237.524,NA,NA,#VALUE!,7.234200001,796.36499,770,298,656,160
3789,5.39E+14,3.75E+14,NA,2016,12,2,73,1,1,1,131,14.6,78,24,2,101,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66734,-84.194805,19.19576,237.524,NA,NA,#VALUE!,7.234200001,796.36499,440,81,291,137
3790,5.39E+14,3.75E+14,NA,2016,12,2,73,15,1,1,111,6.8,52,22,1,69,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.366193,-84.62231,19.46071,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1089,284,508,228
3791,5.39E+14,3.75E+14,NA,2016,12,2,73,17,1,1,111,14.6,78,55,1,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.358147,-84.433175,19.53861,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1059,278,701,189
3792,5.39E+14,3.75E+14,NA,2016,12,2,73,19,1,1,131,23.1,113,70,2,103,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.589289,-84.090172,19.36379,237.524,NA,NA,#VALUE!,7.234200001,796.36499,748,217,541,147
3793,5.39E+14,3.75E+14,NA,2016,12,2,73,22,1,1,131,12,46,17,2,72,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.451912,-84.33046,19.71185,253.076,NA,NA,#VALUE!,7.936860085,638.43597,,,,
3794,5.39E+14,3.75E+14,NA,2016,12,2,73,34,1,1,111,8.9,55,26,1,67,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.30033,-84.182584,19.69099,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1214,280,543,193
3795,5.39E+14,3.75E+14,NA,2016,12,2,73,179,1,1,111,11.7,76,38,1,80,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.432122,-84.485416,19.53861,0,NA,NA,#VALUE!,0,0,1052,324,554,163
3796,5.39E+14,3.75E+14,NA,2016,12,2,73,184,1,1,111,10.6,70,40,1,73,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.345179,-84.50266,19.46071,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1025,224,561,170
3797,5.39E+14,3.75E+14,NA,2016,12,2,73,200,1,1,121,12.7,63,75,1,55,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.352879,-84.670143,19.39444,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1050,272,268,135
3798,5.39E+14,3.75E+14,NA,2016,12,2,77,2,1,1,131,9.3,60,26,2,75,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.279106,-84.761115,19.5599,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1098,441,835,166
3799,5.39E+14,3.75E+14,NA,2016,12,2,77,5,1,1,128,6.4,36,29,3,42,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.131541,-84.848278,19.69373,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1263,653,821,235
3800,5.39E+14,3.75E+14,NA,2016,12,2,77,23,1,1,111,6.1,56,49,1,55,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.193868,-84.945617,19.52181,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1235,513,823,262
3801,5.39E+14,3.75E+14,NA,2016,12,2,77,23,2,1,111,6.1,56,49,1,55,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.193868,-84.945617,19.52181,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1235,513,823,262
3802,5.39E+14,3.75E+14,NA,2016,12,2,77,24,2,1,111,9.7,79,53,1,77,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.272416,-84.934827,19.52181,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1078,432,443,197
3803,5.39E+14,3.75E+14,NA,2016,12,2,77,27,1,1,111,8.2,57,51,1,56,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.213067,-84.803904,19.5599,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1144,441,676,201
3804,5.39E+14,3.75E+14,NA,2016,12,2,77,31,1,1,107,5.8,46,18,3,90,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.435294,-84.868873,19.36969,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1306,503,325,138
3805,5.39E+14,3.75E+14,NA,2016,12,2,77,35,2,1,111,12,54,53,1,52,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.049221,-84.715857,19.67214,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1355,543,642,171
3806,5.39E+14,3.75E+14,NA,2016,12,2,77,37,1,1,111,8.5,80,43,1,82,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.437089,-84.729233,19.39444,253.076,NA,NA,#VALUE!,7.936860085,638.43597,901,139,524,136
3807,5.39E+14,3.75E+14,NA,2016,12,2,77,37,2,1,111,8.5,80,43,1,82,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.437089,-84.729233,19.39444,253.076,NA,NA,#VALUE!,7.936860085,638.43597,901,139,524,136
3808,5.39E+14,3.75E+14,NA,2016,12,2,77,42,2,1,111,9.1,62,52,1,60,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.136058,-84.97678,19.69373,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1301,572,673,213
3809,5.39E+14,3.75E+14,NA,2016,12,2,77,76,1,1,121,10.5,57,55,1,53,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.030663,-84.965776,19.69373,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1256,508,573,282
3810,5.39E+14,3.75E+14,NA,2016,12,2,77,200,1,1,121,9,55,36,1,59,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.043687,-84.618805,19.72533,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1103,418,732,177
3811,5.39E+14,3.75E+14,NA,2016,12,2,77,205,1,1,121,8,61,53,1,57,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.202491,-84.701304,19.5599,253.076,NA,NA,#VALUE!,7.936860085,638.43597,1073,478,706,168
3812,5.39E+14,3.75E+14,NA,2016,12,2,77,242,1,1,111,7.9,61,27,1,73,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.11845,-84.882082,19.69373,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1112,453,660,180
3813,5.39E+14,3.75E+14,NA,2016,12,2,77,246,1,1,111,10.7,78,45,1,79,50,NA,NA,NA,1,NA,1,NA,5/31/2018,126144,NA,6/6/2018,126144,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.034858,-84.770467,19.67214,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1271,586,745,345
